,,Federal Student Aid,,,,,,,,,
,,U.S. Department of Education,,,,,,,,,
,,We Help Put America Through School,,,,,,,,,
,,eCampus-Based Reports,,,,,,,,,
,,"Federal Perkins Loan Program Status of Default (Current) as of June 30, 2013",,,,,,,,,
,,Date:  04/18/2014,,,,,(A),(B),(C) ,(D),(E)
Serial,OPEID,Institution Name,Address,City,ST,Zip,# of Bwrs Who Entered Repayment Status In 2011-2012,"Bwrs From Col (A) In Default On June 30, 2013",Cohort Default Rate (B/A) Percentage,Total Bwrs In Default >=240 Days,Total Principal Outstanding On Loans in Default >= 240 Days
,,,,,,,,,,,
804,139700,University of New Haven,300 Boston Post Road,West Haven,CT,06516-1999,109,18,16.51%,331,820836
792,140900,University of Saint Joseph,1678 Asylum Avenue,West Hartford,CT,06117-2791,79,14,17.72%,56,228946
807,142400,Wesleyan University,237 High Street,Middletown,CT,06459-3208,274,14,5.11%,144,651188
808,138000,Western Connecticut State University,181 White Street,Danbury,CT,06810-6826,77,12,15.58%,301,595870
809,142600,Yale University,246 Church Street,New Haven,CT,06520-8288,451,20,4.43%,291,1813327
811,142800,Delaware State University,1200 North Dupont Highway,Dover,DE,19901-2277,63,39,61.90%,41,75652
812,2144900,Delaware Technical Community College,333 Shipley Street - #103,Wilmington,DE,19801-2412,0,0,0%,19,20345
815,1172700,Delaware Technical Community College,Financial Aid Office,Dover,DE,19901-8736,0,0,0%,5,6194
814,705300,Delaware Technical Community College - Owens Campus,21179 College Drive,Georgetown,DE,19947-0000,0,0,0%,19,23879
816,142900,Goldey-Beacom College,4701 Limestone Road,Wilmington,DE,19808-1993,56,15,26.79%,49,184485
818,143100,University of Delaware,104 Hullihen Hall,Newark,DE,19716-0099,571,16,2.80%,472,947722
819,143300,Wesley College,120 North State Street,Dover,DE,19901-3875,69,28,40.58%,195,293357
822,143400,American University (The),4400 Massachusetts Avenue NW,Washington,DC,20016-8020,221,23,10.41%,422,978169
830,143700,Catholic University of America (The),620 Michigan Avenue  Northeast,Washington,DC,20064-0002,369,69,18.70%,448,890520
832,1195000,Corcoran College of Art and Design,500 17th Street  NW,Washington,DC,20006-4804,65,4,6.15%,33,70967
837,144300,Gallaudet University,800 Florida Avenue NorthEast,Washington,DC,20002-3695,63,4,6.35%,76,180443
839,144400,George Washington University,2121 Eye Street Northwest,Washington,DC,20052-2353,863,42,4.87%,667,2258889
840,144500,Georgetown University,37th and O Streets Northwest,Washington,DC,20057-1252,559,21,3.76%,190,1280425
841,144800,Howard University,2400 Sixth Street  NW,Washington,DC,20059-0001,67,5,7.46%,287,924777
848,145900,Strayer University,1133 15th  Street NW,Washington,DC,20005-2603,0,0,0%,63,30142
850,146000,Trinity College,125 Michigan Avenue  Northeast,Washington,DC,20017-1004,31,8,25.81%,58,201448
836,144100,University of the District of Columbia,4200 Connecticut Avenue Northwest,Washington,DC,20008-1175,30,18,60%,482,770549
6199,2215900,ATI Career Training Center,2890 NW 62nd Street,Fort Lauderdale,FL,33309-1785,0,0,0%,19,25015
7310,2293200,ATI Career Training Center,1525 Northwest 167th Street,Miami,FL,33169-5742,0,0,0%,10,27312
856,1019500,Art Institute of Fort Lauderdale (The),1799 Southeast 17th Street,Fort Lauderdale,FL,33316-3013,178,59,33.15%,967,1039411
857,146600,Barry University,11300 Northeast 2 Avenue,Miami Shores,FL,33161-6628,80,34,42.50%,243,514558
859,146700,Bethune Cookman University,640 Dr. Mary McLeod Bethune Blvd,Daytona Beach,FL,32114-3099,0,0,0%,517,328462
5856,2089600,Concorde Career Institute,7259 Salisbury Road,Jacksonville,FL,32256-6905,20,5,25%,40,84644
874,148700,Eckerd College,4200 54th Avenue South,Saint Petersburg,FL,33711-4744,109,16,14.68%,160,209556
877,147900,Embry-Riddle Aeronautical University,600 South Clyde Morris Boulevard,Daytona Beach,FL,32114-3900,426,25,5.87%,180,690926
8506,3108500,Everglades University,5002 T-Rex Avenue,Boca Raton,FL,33431-0000,6,1,16.67%,16,17605
878,789300,Flagler College,74 King Street,Saint Augustine,FL,32085-4342,76,10,13.16%,35,79863
879,148000,Florida Agricultural & Mechanical University,1500 S Martin Luther King Jr Blvd,Tallahassee,FL,32307-3100,100,50,50%,631,1729462
880,148100,Florida Atlantic University,777 Glades Road,Boca Raton,FL,33431-6498,90,18,20%,189,519948
881,148200,Florida College,119 North Glen Arven Avenue,Temple Terrace,FL,33617-5578,36,10,27.78%,93,151310
7960,3008600,Florida College of Natural Health,2001 West Sample Road,Pompano Beach,FL,33064-1342,11,1,9.09%,29,50707
882,146900,Florida Institute of Technology,150 West University Boulevard,Melbourne,FL,32901-6988,205,18,8.78%,178,474245
883,963500,Florida International University,Modesto A. Maidique Campus,Miami,FL,33199-0001,109,32,29.36%,466,1194728
7565,2547600,Florida National University,4425 West 20th Avenue,Hialeah,FL,33012-4108,18,2,11.11%,11,11312
887,148800,Florida Southern College,111 Lake Hollingsworth Drive,Lakeland,FL,33801-5698,68,11,16.18%,268,573046
888,148900,Florida State University,211 Wescott Building,Tallahassee,FL,32306-1470,446,47,10.54%,596,1785464
895,149500,Jacksonville University,2800 University Boulevard North,Jacksonville,FL,32211-3394,80,17,21.25%,200,602800
896,149700,Jones College,5353 Arlington Expressway,Jacksonville,FL,32211-5588,5,0,0%,3,4448
6085,2151900,Keiser University,1500 Northwest 49th Street,Fort Lauderdale,FL,33309-3700,36,0,0%,348,324524
904,150500,Lynn University,3601 North Military Trail,Boca Raton,FL,33431-5598,2,0,0%,109,179186
906,150600,Miami Dade College,300 Northeast 2 Avenue,Miami,FL,33132-2297,469,17,3.62%,1672,3206397
5464,887800,Miami International University of Art & Design,1501 Biscayne Boulevard,Miami,FL,33132-1418,58,5,8.62%,149,135390
908,150800,North Florida Community College,325 NW Turner Davis Drive,Madison,FL,32340-1699,0,0,0%,57,11228
909,150900,Nova Southeastern University,3301 College Avenue,Fort Lauderdale,FL,33314-7796,158,17,10.76%,160,426877
911,884900,Palm Beach Atlantic University,901 South Flagler Drive,West Palm Beach,FL,33401-6505,59,5,8.47%,65,116212
918,151500,Rollins College,1000 Holt Avenue,Winter Park,FL,32789-4499,78,13,16.67%,95,215388
923,152600,Saint Leo University,33701 State Road 52,Saint Leo,FL,33574-6665,74,34,45.95%,39,124813
860,146800,Saint Thomas University,16401 N W 37th Avenue,Miami Gardens,FL,33054-0000,118,33,27.97%,382,1046688
8509,3123900,Southeastern College,6812 Forest Hill Blvd D1,Greenacres,FL,33413-0000,3,0,0%,15,11032
932,152100,Southeastern University,1000 Longfellow Boulevard,Lakeland,FL,33801-6099,81,17,20.99%,142,236183
924,152800,St. Petersburg College,6021 142nd Avenue North,Clearwater,FL,33760-3768,0,0,0%,19,26234
933,153100,Stetson University,421 North Woodland Boulevard,DeLand,FL,32723-3761,316,38,12.03%,256,880699
5003,2508900,Talmudic College of Florida,4000 Alton Road,Miami Beach,FL,33140-1507,1,0,0%,0,0
889,395400,University of Central Florida,4000 Central Florida Boulevard,Orlando,FL,32816-0001,249,32,12.85%,400,946087
939,153500,University of Florida,226 Tigert Hall,Gainesville,FL,32611-3150,1128,87,7.71%,1044,3207389
940,153600,University of Miami,1204 Dickinson Drive,Coral Gables,FL,33146-6531,854,77,9.02%,1473,3517176
942,153700,University of South Florida,4202 East Fowler Avenue,Tampa,FL,33620-6960,264,39,14.77%,660,1169144
943,153800,University of Tampa (The),401 West Kennedy Boulevard,Tampa,FL,33606-1490,150,18,12%,170,209959
944,395500,University of West Florida (The),11000 University Parkway,Pensacola,FL,32514-5750,152,18,11.84%,290,671110
946,884800,Warner University,13895  Highway 27,Lake Wales,FL,33859-8725,22,3,13.64%,26,65826
948,154000,Webber International University,1201 Scenic Highway,Babson Park,FL,33827-0096,29,7,24.14%,45,66417
949,154100,Abraham Baldwin Agricultural College,2802 Moore Highway,Tifton,GA,31793-2601,0,0,0%,246,291570
953,154400,Albany State University,504 College Drive,Albany,GA,31705-2796,32,9,28.13%,162,111081
957,154600,Armstrong Atlantic State University,11935 Abercorn Street,Savannah,GA,31419-1997,0,0,0%,9,3382
1019,927000,Art Institute of Atlanta (The),6600 Peachtree Dunwoody Road,Atlanta,GA,30328-1649,154,69,44.81%,1407,1422305
967,155200,Augusta State University,2500 Walton Way,Augusta,GA,30904-2200,41,8,19.51%,139,163434
971,155400,Berry College,2277 Martha Berry Highway NW,Mount Berry,GA,30149-5007,81,2,2.47%,22,70027
975,155600,Brenau University,500 Washington Street  SE,Gainesville,GA,30501-3668,83,11,13.25%,84,171359
976,155700,Brewton Parker College,201 David Eliza Fountain Circle,Mount Vernon,GA,30445-0000,37,18,48.65%,148,296047
6093,2060900,Brown College of Court Reporting,1900 Emery Street Northwest,Atlanta,GA,30318-2570,54,7,12.96%,67,78047
7941,155900,Clark Atlanta University,223 James P. Brawley Drive SW,Atlanta,GA,30314-4385,205,62,30.24%,811,1999958
982,897600,Clayton State University,2000 Clayton State Boulevard,Morrow,GA,30260-0285,0,0,0%,2,1770
984,156100,Columbus State University,4225 University Avenue,Columbus,GA,31907-5645,99,20,20.20%,140,191898
987,348400,Covenant College,14049 Scenic Highway,Lookout Mountain,GA,30750-4164,96,9,9.38%,87,179669
997,156400,Emory University,200 Dowman Drive Suite 300,Atlanta,GA,30322-1960,245,19,7.76%,134,662171
999,156600,Fort Valley State University,1005 State University Drive,Fort Valley,GA,31030-3298,83,30,36.14%,601,822546
1001,160200,Georgia College & State University,231 West Hancock Street,Milledgeville,GA,31061-0490,101,11,10.89%,49,127498
1002,156900,Georgia Institute of Technology,225 North Avenue Northwest,Atlanta,GA,30332-0325,184,6,3.26%,106,371982
1020,157900,Georgia Regents University,1120 Fifteenth Street,Augusta,GA,30912-0004,215,5,2.33%,20,39306
1004,157200,Georgia Southern University,Rosenwald Bldg  Sweetheart Circle,Statesboro,GA,30460-8065,229,60,26.20%,285,454228
1005,157300,Georgia Southwestern State University,800 GSW University Drive,Americus,GA,31709-4693,32,5,15.63%,82,169921
1006,157400,Georgia State University,30 Courtland Street,Atlanta,GA,30303-3010,232,39,16.81%,807,1552409
6607,2284300,Interactive College of Technology,5303 New Peachtree Road,Chamblee,GA,30341-2818,0,0,0%,54,54338
1012,156800,Interdenominational Theological Center,700 Martin Luther King Jr Drive SW,Atlanta,GA,30314-4143,7,1,14.29%,43,64229
1013,157700,Kennesaw State University,1000 Chastain Road,Kennesaw,GA,30144-5591,45,22,48.89%,138,209887
1014,157800,LaGrange College,601 Broad Street,LaGrange,GA,30240-2999,48,8,16.67%,62,134935
5611,2074800,Life University,1269 Barclay Circle,Marietta,GA,30060-2996,251,38,15.14%,417,1554841
1022,158000,Mercer University,1400 Coleman Avenue,Macon,GA,31207-0001,244,23,9.43%,166,584406
1024,158200,Morehouse College,830 Westview Drive SW,Atlanta,GA,30314-3773,53,15,28.30%,1264,1763804
6094,2482100,Morehouse School of Medicine,720 Westview Drive Southwest,Atlanta,GA,30310-1495,60,4,6.67%,57,439822
1030,158600,Oglethorpe University,4484 Peachtree Road  Northeast,Atlanta,GA,30319-2737,47,8,17.02%,81,159156
1031,158700,Paine College,1235 Fifteenth Street,Augusta,GA,30901-3182,35,7,20%,234,11285620
1039,159000,Savannah State University,3219 College Street,Savannah,GA,31404-5298,45,24,53.33%,352,437406
1041,159100,Shorter University,315 Shorter Avenue,Rome,GA,30165-4298,15,5,33.33%,138,265529
4731,1303900,South University,709 Mall Boulevard,Savannah,GA,31406-4881,38,0,0%,368,467051
5798,157000,Southern Polytechnic State University,1100 South Marietta Parkway,Marietta,GA,30060-2896,3,1,33.33%,41,71334
1044,159400,Spelman College,350 Spelman Lane Southwest,Atlanta,GA,30314-4399,97,3,3.09%,207,426499
1049,159600,Toccoa Falls College,107 Kincaid Drive,Toccoa Falls,GA,30598-0001,8,1,12.50%,32,44904
1051,159800,University of Georgia,Administration Building,Athens,GA,30602-1661,400,33,8.25%,149,379434
1028,158500,University of North Georgia,82 College Circle,Dahlonega,GA,30597-0001,44,4,9.09%,65,148612
1059,160100,University of West Georgia,1601 Maple Street,Carrollton,GA,30118-0002,115,20,17.39%,500,519042
1058,160000,Wesleyan College,4760 Forsyth Road,Macon,GA,31210-4462,54,11,20.37%,56,132288
1063,160500,Chaminade University of Honolulu,3140 Waialae Avenue,Honolulu,HI,96816-1578,89,33,37.08%,184,422929
1067,727900,Hawaii Pacific University,1164 Bishop Street,Honolulu,HI,96813-2882,175,22,12.57%,162,318714
1071,161200,Honolulu Community College,874 Dillingham Boulevard,Honolulu,HI,96817-4598,46,17,36.96%,192,272533
1073,161300,Kapiolani Community College,4303 Diamond Head Road,Honolulu,HI,96816-4421,61,15,24.59%,68,110394
1074,161400,Kauai Community College,3-1901 Kaumualii Highway,Lihue,HI,96766-9591,0,0,0%,1,1267
1075,454900,Leeward Community College,96-045 Ala Ike,Pearl City,HI,96782-3393,19,6,31.58%,38,42761
1076,161500,University of Hawaii Maui College,310 West Kaahumanu Avenue,Kahului,HI,96732-1644,56,18,32.14%,74,133210
1068,161100,University of Hawaii at Hilo,200 West Kawili Street,Hilo,HI,96720-4091,75,8,10.67%,214,551295
1078,161000,University of Hawaii at Manoa,2444 Dole Street,Honolulu,HI,96822-2399,492,55,11.18%,478,1653507
1080,1122000,Windward Community College,45-720 Keaahala Road,Kaneohe,HI,96744-3528,17,5,29.41%,17,26462
1081,161600,Boise State University,1910 University Drive,Boise,ID,83725-1000,514,133,25.88%,1029,2023848
1082,161700,College of Idaho (The),2112 Cleveland Boulevard,Caldwell,ID,83605-4432,74,7,9.46%,61,184374
1086,162000,Idaho State University,919 South 8th Street,Pocatello,ID,83209-5377,132,19,14.39%,327,445588
1087,162100,Lewis-Clark State College,500 8th Avenue,Lewiston,ID,83501-2698,41,0,0%,19,33013
1089,162300,North Idaho College,1000 West Garden Avenue,Coeur d'Alene,ID,83814-2199,81,1,1.23%,7,64669
1090,162400,Northwest Nazarene University,623 South University Boulevard,Nampa,ID,83686-5897,79,8,10.13%,71,290830
1093,162600,University of Idaho,709 Deakin Avenue,Moscow,ID,83844-4291,694,95,13.69%,628,1256215
1102,163300,Augustana College,639 38th Street,Rock Island,IL,61201-2296,220,23,10.45%,126,298318
1103,163400,Aurora University,347 South Gladstone Avenue,Aurora,IL,60506-4892,36,1,2.78%,145,231303
1167,176700,Benedictine University,5700 College Road,Lisle,IL,60532-0900,114,13,11.40%,188,355810
